xc_id,common_name,scientific_name,country,lat,lng,duration,recordist,license,file_path,dominant_freq_hz,librosa_tempo_raw,silence_ratio,usable,onset_interval_ms,onset_density
102223,Canyon Wren,Catherpes mexicanus,United States,39.822,-108.617,55,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Canyon Wren/XC102223.mp3,6441.710206606868,137.1951219512195,0.4558458897577723,True,197.36961451247305,2.879113018597997
102224,Canyon Wren,Catherpes mexicanus,United States,39.9,-108.725,78,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Canyon Wren/XC102224.mp3,8889.060363215087,95.33898305084746,0.6451744264965387,True,255.41950113378675,2.0107918672562235
102256,Canyon Wren,Catherpes mexicanus,United States,39.822,-108.617,44,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Canyon Wren/XC102256.mp3,8061.399473070635,117.1875,0.7631706138231029,True,208.9795918367372,1.8805506376393728
102260,Canyon Wren,Catherpes mexicanus,United States,39.822,-108.617,108,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Canyon Wren/XC102260.mp3,6732.015382805095,148.02631578947367,0.4199882191242882,True,208.979591836723,3.7736534249645928
102261,Canyon Wren,Catherpes mexicanus,United States,39.822,-108.617,95,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Canyon Wren/XC102261.mp3,7167.931894528138,133.92857142857142,0.6445439283715725,True,232.19954648525842,2.192981621296493
122449,Canyon Wren,Catherpes mexicanus,United States,29.8999,-98.6416,41,Chris Harrison,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Canyon Wren/XC122449.mp3,3553.1816895164743,144.23076923076923,0.3109898674980514,True,185.75963718820887,4.606887144005227
123291,Canyon Wren,Catherpes mexicanus,United States,29.7525,-99.8576,28,Chris Harrison,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Canyon Wren/XC123291.mp3,4647.172742467368,81.52173913043478,0.2572706935123042,True,208.97959183673365,3.672039054222944
140134,Canyon Wren,Catherpes mexicanus,United States,32.0385,-109.3861,73,Richard Dunn,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Canyon Wren/XC140134.mp3,6470.293065936698,135.99917763157896,0.6546965657832837,True,371.51927437642485,1.5398950247000704
141459,Canyon Wren,Catherpes mexicanus,United States,29.8168,-99.5767,43,Mike Nelson,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Canyon Wren/XC141459.mp3,4474.771522790029,126.04801829268293,0.0010758472296933,True,232.1995464852602,0.7415254237288136
168592,Canyon Wren,Catherpes mexicanus,Mexico,17.1733,-96.7706,36,Manuel Grosselet,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Canyon Wren/XC168592.mp3,2561.3922407407986,139.6748310810811,0.0,True,278.6394557823133,2.8903907153324386
170089,Canyon Wren,Catherpes mexicanus,United States,34.1601,-117.8256,40,Lance A. M. Benner,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Canyon Wren/XC170089.mp3,4299.884759536909,126.04801829268293,0.0002844950213371,True,162.53968253968054,5.46479333442248
172811,Canyon Wren,Catherpes mexicanus,United States,37.5525,-103.3089,39,Eric DeFonso,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC172811.mp3,5248.40115550395,110.29411764705884,0.0005383580080753,True,696.5986394557824,0.7066417918989139
172817,Canyon Wren,Catherpes mexicanus,United States,37.5525,-103.3089,88,Eric DeFonso,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC172817.mp3,1725.6670440803632,130.8139534883721,0.0004828002414001,True,278.63945578231153,1.3805898337965066
178525,Canyon Wren,Catherpes mexicanus,United States,36.4744,-121.1864,135,Thomas G. Graves,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC178525.mp3,4883.538192991005,137.1951219512195,0.724135207708103,True,162.53968253968765,3.8354715384499145
178526,Canyon Wren,Catherpes mexicanus,United States,36.4744,-121.1864,157,Thomas G. Graves,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC178526.mp3,5342.517378358082,122.28260869565216,0.760363045245191,True,185.7596371881982,3.6894498159314146
185247,Canyon Wren,Catherpes mexicanus,United States,33.885,-111.4788,36,Tim Marquardt,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC185247.mp3,4475.186801928866,123.046875,0.1067524115755627,True,267.02947845805005,1.7450931620839363
212098,Canyon Wren,Catherpes mexicanus,Mexico,19.699,-101.135,27,Elvis Herrera Rodríguez,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC212098.mp3,2569.2444350823325,122.28260869565216,0.0,True,185.75963718820887,5.288491966995227
220628,Canyon Wren,Catherpes mexicanus,Mexico,16.9166666667,-96.4166666667,39,Peter Boesman,https://creativecommons.org/licenses/by-nc-nd/4.0/,data/prototype/raw/Canyon Wren/XC220628.mp3,4234.893289433966,117.45383522727272,0.0014827995255041,True,116.09977324263099,6.975430456592802
220630,Canyon Wren,Catherpes mexicanus,Mexico,16.9166666667,-96.4166666667,28,Peter Boesman,https://creativecommons.org/licenses/by-nc-nd/4.0/,data/prototype/raw/Canyon Wren/XC220630.mp3,4630.5730995666345,105.46875,0.0077141697117336,True,116.09977324263099,5.561195436138134
220632,Canyon Wren,Catherpes mexicanus,Mexico,23.0,-99.1,49,Peter Boesman,https://creativecommons.org/licenses/by-nc-nd/4.0/,data/prototype/raw/Canyon Wren/XC220632.mp3,4675.176271544419,114.84375,0.1569957884885353,True,208.97959183673453,4.37405214472396
237154,Canyon Wren,Catherpes mexicanus,United States,34.285,-114.069,13,Lauren Harter,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC237154.mp3,4765.774205278717,98.6842105263158,0.0,True,139.31972789115753,5.796221367441737
265413,Canyon Wren,Catherpes mexicanus,Mexico,18.7915,-97.3204,47,Manuel Grosselet,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC265413.mp3,2968.1740562222503,112.34714673913044,0.0836211149481993,True,185.75963718821242,4.122782331125624
265806,Canyon Wren,Catherpes mexicanus,Mexico,23.5451,-105.8423,61,Andrew Spencer,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC265806.mp3,5111.251284025623,119.6808510638298,0.5544023525341636,True,139.31972789115576,4.184506974913848
279681,Canyon Wren,Catherpes mexicanus,United States,31.874,-109.1825,81,Paul Marvin,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC279681.mp3,5934.855731737704,144.23076923076923,0.6246729461015176,True,185.75963718821242,4.023156345382665
289210,Canyon Wren,Catherpes mexicanus,Mexico,28.373,-109.048,44,David Vander Pluym,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC289210.mp3,4010.121461365448,135.99917763157896,0.0174418604651162,True,232.19954648525487,2.117016345412331
297532,Canyon Wren,Catherpes mexicanus,United States,31.5193,-110.3871,40,Ross Gallardy,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC297532.mp3,6208.382865135273,126.04801829268293,0.6394675925925926,True,278.639455782312,1.769983041266252
299261,Canyon Wren,Catherpes mexicanus,United States,33.2808,-116.4337,10,Paul Marvin,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC299261.mp3,6257.519284019846,114.79591836734694,0.6569709127382146,True,162.5396825396823,4.890887065126517
314434,Canyon Wren,Catherpes mexicanus,United States,40.5744,-105.1905,100,Nat Warning,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC314434.mp3,4591.405421652046,125.0,0.0771683673469387,True,139.31972789116287,4.604160019090783
318753,Canyon Wren,Catherpes mexicanus,Mexico,19.3203,-99.1822,35,Manuel Grosselet,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC318753.mp3,1329.9617808146131,112.34714673913044,0.0,True,174.1496598639447,2.9518109923006213
321753,Canyon Wren,Catherpes mexicanus,United States,37.0089,-102.7467,60,Sue Riffe,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC321753.mp3,5765.193058202683,133.92857142857142,0.0053106744556558,True,185.75963718820887,4.065990638568826
321756,Canyon Wren,Catherpes mexicanus,United States,37.0089,-102.7467,73,Sue Riffe,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC321756.mp3,5705.970654699271,110.29411764705884,0.0262815884476534,True,278.63945578231153,2.8026098377324913
321759,Canyon Wren,Catherpes mexicanus,United States,37.0089,-102.7467,125,Sue Riffe,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC321759.mp3,5868.022644483897,130.8139534883721,0.3950093362756747,True,255.41950113378675,3.159037188069504
330125,Canyon Wren,Catherpes mexicanus,United States,33.011,-117.0098,77,Joshua Jaeger,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC330125.mp3,4363.187574481631,105.46875,0.976894223555889,False,,
331905,Canyon Wren,Catherpes mexicanus,Mexico,19.3163,-99.1939,59,Esau Toaki Villarreal ,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC331905.mp3,2516.6724891318754,137.1951219512195,0.0115523465703971,True,185.75963718820887,2.0477591732979663
341849,Canyon Wren,Catherpes mexicanus,United States,47.205,-110.9356,28,Thomas Magarian,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC341849.mp3,1967.179302143735,184.5703125,0.0004088307440719,True,185.75963718820853,2.7820633217064663
341850,Canyon Wren,Catherpes mexicanus,United States,47.205,-110.9356,36,Thomas Magarian,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC341850.mp3,3235.204049238963,99.38401442307692,0.0003151591553734,True,255.41950113378675,3.828011879081587
341851,Canyon Wren,Catherpes mexicanus,United States,47.205,-110.9356,43,Thomas Magarian,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC341851.mp3,3074.40696766918,92.28515625,0.1124966834704165,True,139.31972789115932,3.8394567299320914
351288,Canyon Wren,Catherpes mexicanus,United States,37.5964,-120.0039,50,Antonio Xeira,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Canyon Wren/XC351288.mp3,4250.027890801439,101.33272058823528,0.0013651877133105,True,255.41950113378675,0.27441756272401435
11664,Brown Thrasher,Toxostoma rufum,United States,35.2176,-85.922,63,Chris Parrish,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC11664.mp3,3755.387533407883,147.65625,0.5086588061901253,True,162.53968253968054,2.840742244178816
13182,Brown Thrasher,Toxostoma rufum,United States,37.56112,-102.39769,58,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC13182.mp3,5467.830412162164,129.19921875,0.6976790716286515,True,185.75963718821242,2.447518009905448
13183,Brown Thrasher,Toxostoma rufum,United States,37.56112,-102.39769,63,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC13183.mp3,5453.329227080859,129.19921875,0.6677098674521355,True,185.75963718820532,2.2359802195526095
13184,Brown Thrasher,Toxostoma rufum,United States,37.56112,-102.39769,34,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC13184.mp3,5116.825427140361,139.6748310810811,0.6975560081466395,True,162.5396825396832,2.865975935828877
49871,Brown Thrasher,Toxostoma rufum,United States,39.557,-79.6789,86,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC49871.mp3,3974.20178452927,137.1951219512195,0.4222935440069127,True,197.3696145124677,3.1134259259259256
55200,Brown Thrasher,Toxostoma rufum,United States,34.1673,-84.1892,47,Stuart Fisher,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC55200.mp3,4918.069777290164,93.9630681818182,0.4535957240038872,True,185.75963718820532,4.688354291962821
81305,Brown Thrasher,Toxostoma rufum,United States,44.793,-92.962,121,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/3.0/,data/prototype/raw/Brown Thrasher/XC81305.mp3,3854.6228539818967,129.19921875,0.4313669064748201,True,255.41950113378675,2.4292440103604576
83525,Brown Thrasher,Toxostoma rufum,United States,43.0484,-75.97103,14,Jelmer Poelstra,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC83525.mp3,4325.1592965850505,166.70866935483872,0.2602291325695581,True,185.75963718820887,4.4414709944751385
104665,Brown Thrasher,Toxostoma rufum,United States,38.069,-102.615,162,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC104665.mp3,3406.477465920141,156.25,0.4818032247449819,True,185.75963718822663,3.7637588955723054
104666,Brown Thrasher,Toxostoma rufum,United States,38.069,-102.615,96,Andrew Spencer,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Brown Thrasher/XC104666.mp3,5882.141148447514,181.4516129032258,0.6140583554376657,True,208.979591836723,2.942882090159659
131881,Brown Thrasher,Toxostoma rufum,United States,33.3198,-82.0069,53,Liam Wolff,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Brown Thrasher/XC131881.mp3,3689.074564004114,170.45454545454547,0.38781987700853,True,185.75963718820532,3.7201690525800766
131882,Brown Thrasher,Toxostoma rufum,United States,33.3198,-82.0069,45,Liam Wolff,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Brown Thrasher/XC131882.mp3,3474.838485700533,156.25,0.0209461049658743,True,162.5396825396841,3.7075439973097186
136051,Brown Thrasher,Toxostoma rufum,United States,44.8432,-93.3698,70,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/3.0/,data/prototype/raw/Brown Thrasher/XC136051.mp3,4469.087740020823,160.71428571428572,0.6691466747646523,True,185.75963718820887,2.6192906378371674
136053,Brown Thrasher,Toxostoma rufum,United States,44.8432,-93.3698,61,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/3.0/,data/prototype/raw/Brown Thrasher/XC136053.mp3,4434.202208948615,165.44117647058823,0.6865723161891611,True,185.75963718820887,2.3624595469255665
138065,Brown Thrasher,Toxostoma rufum,United States,40.1226,-75.0635,87,Paul Driver,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Brown Thrasher/XC138065.mp3,4961.296447575767,117.45383522727272,0.4064976228209191,True,185.75963718821242,3.4356426448737
138610,Brown Thrasher,Toxostoma rufum,United States,31.9475,-81.0359,36,Russ Wigh,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Brown Thrasher/XC138610.mp3,4283.905117876586,147.65625,0.5747957259585167,True,162.5396825396823,2.7618176348152836
141035,Brown Thrasher,Toxostoma rufum,United States,33.8438,-78.6105,48,Bernard BOUSQUET,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Brown Thrasher/XC141035.mp3,5331.056919200129,215.33203125,0.477124183006536,True,185.75963718820887,3.1908313195465787
174538,Brown Thrasher,Toxostoma rufum,United States,31.9237,-81.0559,108,Russ Wigh,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC174538.mp3,3833.595513871773,114.84375,0.0387172887172887,True,185.75963718821242,3.2332340006761826
179632,Brown Thrasher,Toxostoma rufum,Canada,45.0287,-72.9243,107,Martin St-Michel,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC179632.mp3,5196.598919111799,178.20581896551724,0.5141004862236629,True,185.75963718820532,3.8625623024556286
231517,Brown Thrasher,Toxostoma rufum,United States,35.7832,-94.2443,23,Peter Boesman,https://creativecommons.org/licenses/by-nc-nd/4.0/,data/prototype/raw/Brown Thrasher/XC231517.mp3,4125.611138130537,132.51201923076923,0.4163027656477438,True,139.31972789115753,3.5105808322514
237843,Brown Thrasher,Toxostoma rufum,Canada,44.656,-79.014,84,Viktor Nilsson-Örtman,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC237843.mp3,3815.3410305471584,152.02702702702703,0.5763571790969051,True,185.75963718820532,4.019441132167663
317864,Brown Thrasher,Toxostoma rufum,United States,42.0323,-79.4237,70,Jim Berry,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC317864.mp3,6890.27401800117,156.25,0.0059378806333739,True,208.9795918367372,2.1125953642534157
320485,Brown Thrasher,Toxostoma rufum,United States,44.8591,-92.7919,138,Jonathon Jongsma,https://creativecommons.org/licenses/by-sa/4.0/,data/prototype/raw/Brown Thrasher/XC320485.mp3,4550.3664842804255,156.25,0.3295109146172976,True,185.75963718821242,2.940580343609664
321692,Brown Thrasher,Toxostoma rufum,Canada,45.0889,-74.2627,119,Martin St-Michel,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC321692.mp3,5790.662714054412,132.51201923076923,0.4938343528497912,True,185.7596371881982,3.9811830893598428
322488,Brown Thrasher,Toxostoma rufum,United States,44.2208,-89.8082,57,Ross Gallardy,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC322488.mp3,4935.0441141454585,172.265625,0.6647932557205941,True,162.53968253968242,3.0257135665664827
328805,Brown Thrasher,Toxostoma rufum,Canada,45.0889,-74.2627,105,Martin St-Michel,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC328805.mp3,5751.298455981735,139.6748310810811,0.5786740331491713,True,162.53968253968765,2.369972961213327
420604,Brown Thrasher,Toxostoma rufum,Canada,43.3516,-80.113,26,Doug Welch,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC420604.mp3,5138.129708890528,151.99908088235293,0.0048394192696876,True,162.5396825396823,4.017076830268063
461195,Brown Thrasher,Toxostoma rufum,United States,32.0753,-81.3581,37,Russ Wigh,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC461195.mp3,5588.487771749845,137.1951219512195,0.4307126696832579,True,162.53968253968054,4.428083550788249
538953,Brown Thrasher,Toxostoma rufum,United States,35.987,-87.145,30,Brian Hendrix,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC538953.mp3,4754.4054135409215,165.44117647058823,0.0,True,162.53968253968253,4.368866953390708
546731,Brown Thrasher,Toxostoma rufum,United States,40.7449,-74.5523,64,William Whitehead,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC546731.mp3,6227.88063000838,133.92857142857142,0.0,True,255.41950113378675,1.9294374344169805
552568,Brown Thrasher,Toxostoma rufum,United States,35.987,-87.145,35,Brian Hendrix,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC552568.mp3,4875.60045204693,165.44117647058823,0.0192878338278931,True,185.75963718821066,3.811288332412321
557113,Brown Thrasher,Toxostoma rufum,Canada,44.3459,-78.2904,52,Christopher Moser-Purdy,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC557113.mp3,660.7705621539264,46.98153409090909,0.1750278706800446,True,232.19954648526198,1.3253533665865824
557336,Brown Thrasher,Toxostoma rufum,United States,41.8605,-88.1756,148,Matt Wistrand,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC557336.mp3,3374.078277348168,200.8928571428572,0.5812981773647432,True,162.53968253968765,3.255524737068616
570946,Brown Thrasher,Toxostoma rufum,United States,44.8349,-93.374,76,Michael Hurben,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC570946.mp3,2711.2143831660583,135.99917763157896,0.0021347971942665,True,208.97959183673586,3.638674555818209
570947,Brown Thrasher,Toxostoma rufum,United States,44.8349,-93.374,82,Michael Hurben,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC570947.mp3,2818.2034745751694,132.51201923076923,0.0,True,185.75963718821242,4.006740346778161
573468,Brown Thrasher,Toxostoma rufum,United States,31.9237,-81.0559,46,Russ Wigh,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC573468.mp3,4767.525937329983,147.65625,0.282083543029693,True,162.5396825396823,4.183349176187944
580989,Brown Thrasher,Toxostoma rufum,United States,40.8445,-102.7729,177,Eric DeFonso,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC580989.mp3,3603.056313403698,137.1951219512195,0.5846347909658818,True,208.9795918367301,3.0578454986284176
600713,Brown Thrasher,Toxostoma rufum,United States,42.7051,-71.5164,166,Christopher McPherson,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC600713.mp3,4257.53058875818,152.02702702702703,0.3658130601792573,True,162.53968253968765,3.8353494168152222
785882,Brown Thrasher,Toxostoma rufum,United States,42.1932,-79.5778,96,Jim Berry,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC785882.mp3,4444.683636586648,107.666015625,0.5544887181949112,True,232.19954648526198,2.3158506737685087
798307,Brown Thrasher,Toxostoma rufum,United States,30.2635,-87.6432,43,Timothy Marquardt,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC798307.mp3,3645.60316267947,125.0,0.0,True,162.53968253968054,4.65281162759782
802377,Brown Thrasher,Toxostoma rufum,United States,38.7894,-78.3779,39,Thomas Magarian,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC802377.mp3,12618.803593034703,118.42105263157896,0.5663764961915125,False,,
802378,Brown Thrasher,Toxostoma rufum,United States,38.7894,-78.3779,65,Thomas Magarian,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC802378.mp3,12516.81629775736,144.23076923076923,0.542654607675385,False,,
802379,Brown Thrasher,Toxostoma rufum,United States,38.7894,-78.3779,52,Thomas Magarian,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC802379.mp3,13037.370090318973,118.42105263157896,0.5542903619357462,False,,
803578,Brown Thrasher,Toxostoma rufum,Canada,41.9501,-82.5237,45,David Tattersley,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC803578.mp3,2343.1241497698097,132.51201923076923,0.0,True,162.5396825396841,3.91260162601626
803817,Brown Thrasher,Toxostoma rufum,United States,40.8918,-91.0756,53,Bobby Wilcox,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC803817.mp3,5283.884358093145,112.5,0.2788023002181241,True,185.75963718820532,3.7371683848565436
827178,Brown Thrasher,Toxostoma rufum,United States,44.2588,-83.4423,120,Richard E. Webster,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC827178.mp3,3794.106412765423,140.625,0.6253097345132743,True,185.75963718821242,3.169387310485268
827181,Brown Thrasher,Toxostoma rufum,United States,44.2588,-83.4423,110,Richard E. Webster,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC827181.mp3,4562.878595792502,114.79591836734694,0.6020388536256972,True,185.75963718820887,3.8682090786338947
839369,Brown Thrasher,Toxostoma rufum,United States,44.6357,-84.6279,54,Manuel Oudard,https://creativecommons.org/licenses/by-nc-nd/4.0/,data/prototype/raw/Brown Thrasher/XC839369.mp3,9601.798835824213,112.34714673913044,0.0,True,185.75963718820697,3.105706275336036
893646,Brown Thrasher,Toxostoma rufum,United States,40.0357,-82.1959,168,Anthony Schmitt,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC893646.mp3,1939.8076174583864,125.0,0.0,True,162.53968253968765,2.8377362188771555
900407,Brown Thrasher,Toxostoma rufum,United States,45.7066,-87.0724,112,Valerie Heemstra,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Brown Thrasher/XC900407.mp3,3817.569200322362,152.02702702702703,0.0010458262027001,True,139.31972789115576,5.802945911048622
30650,Superb Lyrebird,Menura novaehollandiae,Australia,-33.1001,150.0334,49,Vicki Powys,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Superb Lyrebird/XC30650.mp3,4191.770951616162,120.18531976744184,0.6332632562485401,True,185.75963718820532,3.299862026674843
98482,Superb Lyrebird,Menura novaehollandiae,Australia,-37.887,145.3701,88,Patrik Åberg,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Superb Lyrebird/XC98482.mp3,3663.420921340092,123.046875,0.3232098442204477,True,255.41950113378675,2.5144974226804124
106580,Superb Lyrebird,Menura novaehollandiae,Australia,-37.944,145.691,104,Fraser Simpson,https://creativecommons.org/licenses/by-nc-nd/2.5/,data/prototype/raw/Superb Lyrebird/XC106580.mp3,4988.796237889057,114.84375,0.8066629650194337,True,278.63945578231153,2.7931346826586707
134250,Superb Lyrebird,Menura novaehollandiae,Australia,-34.633,150.7199,155,Marc Anderson,https://creativecommons.org/licenses/by-nc-sa/3.0/,data/prototype/raw/Superb Lyrebird/XC134250.mp3,3277.344157800312,140.625,0.6283374621524911,True,232.1995464852602,3.3806451612903228
146098,Superb Lyrebird,Menura novaehollandiae,Australia,-33.005,151.3931,23,Marc Anderson,https://creativecommons.org/licenses/by-nc-nd/3.0/,data/prototype/raw/Superb Lyrebird/XC146098.mp3,3502.9919433543573,208.3333333333333,0.4826966292134831,True,139.31972789115753,5.268434503204546
195488,Superb Lyrebird,Menura novaehollandiae,Australia,-37.7126,145.6804,156,Tom Tarrant,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Superb Lyrebird/XC195488.mp3,3348.91479797116,107.666015625,0.4098470221298084,True,232.19954648525842,3.095853629669511
217894,Superb Lyrebird,Menura novaehollandiae,Australia,-33.6267,151.1215,117,Henk Krajenbrink,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Superb Lyrebird/XC217894.mp3,5214.665806071043,99.38401442307692,0.2922013820335636,True,766.2585034013603,1.2755328314245011
340211,Superb Lyrebird,Menura novaehollandiae,Australia,-32.8339,150.2047,134,Marc Anderson,https://creativecommons.org/licenses/by-nc-nd/4.0/,data/prototype/raw/Superb Lyrebird/XC340211.mp3,3043.735918428966,140.625,0.4359790042945761,True,232.19954648526198,2.818422117794889
342585,Superb Lyrebird,Menura novaehollandiae,Australia,-37.356,145.753,95,Stephen Bushell,https://creativecommons.org/licenses/by-nc-sa/4.0/,data/prototype/raw/Superb Lyrebird/XC342585.mp3,2361.2050774140785,125.0,0.0331880657056654,True,232.19954648526198,2.2839654875039734
